DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0, mujets, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))-0.00930651807371"
0, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.11809390038251877"
0, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.068246781826019287"
0, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.089619427919387817"
0, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.09074798971414566"
0, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.09822576493024826"
0, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.14510245621204376"
0, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.14462779462337494"
0, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.12830106914043427"
0, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.21505698561668396"
0, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.047237560153007507"
0, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.027298713102936745"
0, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.035847771912813187"
0, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.036299195140600204"
0, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.039290305227041245"
0, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.058040980249643326"
0, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.057851117104291916"
0, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.051320426166057587"
0, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x))))+0.086022794246673584"
0, mujets, up_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0935446044018"
0, mujets, up_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0878173875098"
0, mujets, up_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.140488046549"
0, mujets, up_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.104343186895"
0, mujets, up_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.138900423655"
0, mujets, up_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0849446459896"
0, mujets, up_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.096635058504"
0, mujets, up_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.17268053257"
0, mujets, up_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0641584190018"
0, mujets, up_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0374178409918"
0, mujets, up_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0351269542268"
0, mujets, up_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0561952178573"
0, mujets, up_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0417372732018"
0, mujets, up_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0555601671316"
0, mujets, up_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0339778592618"
0, mujets, up_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0386540223191"
0, mujets, up_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0690722114078"
0, mujets, up_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0256633680257"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0299617737033"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0228758407083"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0343556073236"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0746569734926"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0419689779155"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.028566570993"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0678810339895"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.128183231095"
0, mujets, up_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0232662953819"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0119847094394"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.00915033631093"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0137422429094"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0298627890115"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0167875911509"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0114266281595"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0271524151369"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.0512732946205"
0, mujets, up_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "0.990709*((1.+(0.00182311*x))/(1.+(0.00230146*x)))+0.00930651807371"
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))"
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))"
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.19459584355354309)"
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.04693598672747612)"
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.041476961225271225)"
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.037213429808616638)"
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.033781636506319046)"
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.035268638283014297)"
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.043516248464584351)"
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.10369165241718292)"
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.29925653338432312)"
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.064865283668041229)"
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.015645328909158707)"
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.013825654052197933)"
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.012404476292431355)"
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.011260545812547207)"
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.011756212450563908)"
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.01450541615486145)"
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.034563884139060974)"
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+((-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.099752180278301239)"
1, comb, down_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0330762269301"
1, comb, down_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0351490307178"
1, comb, down_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0407569906531"
1, comb, down_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0899992190951"
1, comb, down_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0346938376838"
1, comb, down_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0388908405739"
1, comb, down_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.174702398134"
1, comb, down_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.210100803481"
1, comb, down_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0434695388963"
1, comb, down_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0110254092939"
1, comb, down_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0117163432214"
1, comb, down_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0135856635556"
1, comb, down_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0299997396926"
1, comb, down_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0115646122456"
1, comb, down_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0129636139034"
1, comb, down_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0582341358724"
1, comb, down_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0700336046977"
1, comb, down_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0144898462817"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0068674723964"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0122223155629"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0152489866331"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0514985372926"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00634148824095"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.014416685886"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0857123935872"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.213101208701"
1, comb, down_uncorrelated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0177027127362"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00228915746465"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00407410525236"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00508299553202"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0171661791076"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00211382941384"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00480556183337"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0285707970579"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.0710337362337"
1, comb, down_uncorrelated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))-0.00590090428743"
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.19459584355354309"
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.04693598672747612"
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.041476961225271225"
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.037213429808616638"
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.033781636506319046"
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.035268638283014297"
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.043516248464584351"
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.10369165241718292"
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.29925653338432312"
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.064865283668041229"
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.015645328909158707"
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.013825654052197933"
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.012404476292431355"
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.011260545812547207"
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.011756212450563908"
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.01450541615486145"
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.034563884139060974"
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18)))))))))+0.099752180278301239"
1, comb, up_correlated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0330762269301"
1, comb, up_correlated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0351490307178"
1, comb, up_correlated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0407569906531"
1, comb, up_correlated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0899992190951"
1, comb, up_correlated, 1, -2.5, 2.5, 140, 200, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0346938376838"
1, comb, up_correlated, 1, -2.5, 2.5, 50, 70, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0388908405739"
1, comb, up_correlated, 1, -2.5, 2.5, 20, 30, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.174702398134"
1, comb, up_correlated, 1, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.210100803481"
1, comb, up_correlated, 1, -2.5, 2.5, 30, 50, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0434695388963"
1, comb, up_correlated, 0, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0110254092939"
1, comb, up_correlated, 0, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0117163432214"
1, comb, up_correlated, 0, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0135856635556"
1, comb, up_correlated, 0, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0299997396926"
1, comb, up_correlated, 0, -2.5, 2.5, 140, 200, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0115646122456"
1, comb, up_correlated, 0, -2.5, 2.5, 50, 70, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0129636139034"
1, comb, up_correlated, 0, -2.5, 2.5, 20, 30, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0582341358724"
1, comb, up_correlated, 0, -2.5, 2.5, 600, 1000, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0700336046977"
1, comb, up_correlated, 0, -2.5, 2.5, 30, 50, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0144898462817"
1, comb, up_uncorrelated, 1, -2.5, 2.5, 100, 140, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0068674723964"
1, comb, up_uncorrelated, 1, -2.5, 2.5, 70, 100, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0122223155629"
1, comb, up_uncorrelated, 1, -2.5, 2.5, 200, 300, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0152489866331"
1, comb, up_uncorrelated, 1, -2.5, 2.5, 300, 600, 0, 1, "1.0097+(-(2.89663e-06*(log(x+19)*(log(x+18)*(3-(-(110.381*log(x+18))))))))+0.0514985372926"
